ANO,UF,Código IBGE ,Município,Nº do Decreto,Data do Decreto,Desastre,SE/ECP,Nº da Portaria,Data da Portaria
2012,RS,4322202,TUPANCIRETÃ,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4322301,TUPARENDI,48.846,06/02/12,ESTIAGEM,SE,059,16/02/12
2012,RS,4322343,UBIRETAMA,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4322350,UNIÃO DA SERRA,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4322376,UNISTALDA,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4322509,VACARIA,60/2012,03/05/12,ESTIAGEM,SE,212,15/06/12
2012,RS,4322533,VALE DO SOL,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4322525,VALE VERDE,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4322558,VANINI,48.846,06/02/12,ESTIAGEM,SE,059,16/02/12
2012,RS,4322608,VENÂNCIO AIRES,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4322707,VERA CRUZ,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4322806,VERANÓPOLIS,48.846,06/02/12,ESTIAGEM,SE,059,16/02/12
2012,RS,4322855,VESPASIANO CORREA,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4322905,VIADUTOS,018/2012,07/02/12,ESTIAGEM,SE,108,15/03/12
2012,RS,4323101,VICENTE DUTRA,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4323200,VICTOR GRAEFF,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4323309,VILA FLORES,3477,14/05/12,ESTIAGEM,SE,212,15/06/12
2012,RS,4323358,VILA LÂNGARO,1492/12,14/02/12,ESTIAGEM,SE,127,23/03/12
2012,RS,4323408,VILA MARIA,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4323457,VILA NOVA DO SUL,48.846,06/02/12,ESTIAGEM,SE,059,16/02/12
2012,RS,4323507,VISTA ALEGRE,48.782,09/01/12,ESTIAGEM,SE,017,12/01/12
2012,RS,4323606,VISTA ALEGRE DO PRATA,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4323705,VISTA GAÚCHA,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4323754,VITÓRIA DAS MISSÕES,48.798,14/01/12,ESTIAGEM,SE,049,13/02/12
2012,RS,4323770,WESTFALIA,48.846,06/02/12,ESTIAGEM,SE,059,16/02/12
2012,SC,4200051,ABDON BATISTA,29,02/05/12,ESTIAGEM,SE,285,20/08/12
2012,SC,4200101,ABELARDO LUZ,036/2012,06/01/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4200200,AGROLÂNDIA,042/2012,02/04/12,ESTIAGEM,SE,185,08/05/12
2012,SC,4200408,ÁGUA DOCE,027,19/03/12,ESTIAGEM,SE,177,27/04/12
2012,SC,4200507,ÁGUAS DE CHAPECÓ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4200556,ÁGUAS FRIAS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4200754,ALTO BELA VISTA,1.475,08/02/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4200804,ANCHIETA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4200903,ANGELINA,001/2012,10/01/12,GRANIZO,SE,064,24/02/12
2012,SC,4201000,ANITA GARIBALDI,2.148,25/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4201273,ARABUTÃ,1137,15/02/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4201406,ARARANGUÁ,5.510,16/05/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4201505,ARMAZÉM,06,24/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4201604,ARROIO TRINTA,1455,07/03/12,ESTIAGEM,SE,145,30/03/12
2012,SC,4201653,ARVOREDO,1.243,10/01/12,ESTIAGEM,SE,087,07/03/12
2012,SC,4201802,ATALANTA,020/2012,16/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4202073,BALNEÁRIO GAIVOTA,011,19/03/12,ESTIAGEM,SE,158,13/04/12
2012,SC,4202081,BANDEIRANTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4202099,BARRA BONITA,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4202156,BELMONTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4202438,BOCAINA DO SUL,1380/2012,23/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4202537,BOM JESUS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4202578,BOM JESUS DO OESTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4202800,BRAÇO DO NORTE,195/2012,18/06/12,ESTIAGEM,SE,249,10/07/12
2012,SC,4202875,BRUNÓPOLIS,11/2012,09/04/12,ESTIAGEM,SE,177,27/04/12
2012,SC,4203105,CAIBI,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4203501,CAMPO ERÊ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4203600,CAMPOS NOVOS,6.501,21/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4204103,CAXAMBU DO SUL,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204152,CELSO RAMOS,1546/2012,12/01/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4204194,CHAPADÃO DO LAGEADO,01/2012,06/01/12,GRANIZO,SE,064,24/02/12
2012,SC,4204194,CHAPADÃO DO LAGEADO,07/2012,10/02/12,ENXURRADAS,SE,129,23/03/12
2012,SC,4204194,CHAPADÃO DO LAGEADO,62/2012,06/11/12,GRANIZO,SE,328,18/12/12
2012,SC,4204202,CHAPECÓ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204301,CONCÓRDIA,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4204350,CORDILHEIRA ALTA,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4204400,CORONEL FREITAS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204459,CORONEL MARTINS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204707,CUNHA PORÃ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204756,CUNHATAÍ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4204905,DESCANSO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205001,DIONÍSIO CERQUEIRA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205175,ENTRE RIOS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205191,ERMO,026,24/05/12,ESTIAGEM,SE,249,10/07/12
2012,SC,4205209,ERVAL VELHO,1619,16/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4205308,FAXINAL DOS GUEDES,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205357,FLOR DO SERTÃO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205431,FORMOSA DO SUL,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4205456,FORQUILHINHA,057,10/05/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4205506,FRAIBURGO,0118,07/05/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4205555,FREI ROGÉRIO,454/2012,10/04/12,ESTIAGEM,SE,201,28/05/12
2012,SC,4205605,GALVÃO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4206108,GRÃO PARÁ,17/2012,04/05/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4206405,GUARACIABA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4206603,GUARUJÁ DO SUL,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4206652,GUATAMBÚ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4206702,HERVAL D'OESTE,3.018,16/03/12,ESTIAGEM,SE,236,27/06/12
2012,SC,4206751,IBIAM,2.372,12/06/12,ESTIAGEM,SE,248,10/07/12
2012,SC,4206801,IBICARÉ,019,16/03/12,ESTIAGEM,SE,158,13/04/12
2012,SC,4207007,IÇARA,029/2012,20/03/12,ESTIAGEM,SE,249,10/07/12
2012,SC,4207403,IMBUIA,15,24/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4207577,IOMERÊ,1256,14/02/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4207601,IPIRA,317/2012,15/02/12,ESTIAGEM,SE,130,23/03/12
2012,SC,4207650,IPORÃ DO OESTE,007/2012,10/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4207684,IPUAÇU,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4207700,IPUMIRIM,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4207759,IRACEMINHA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4207809,IRANI,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4207858,IRATI,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4208005,ITÁ,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4208401,ITAPIRANGA,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4208500,ITUPORANGA,942,23/10/12,TORNADO,SE,323,06/12/12
2012,SC,4208609,JABORÁ,1.352/2012,13/02/12,ESTIAGEM,SE,145,30/03/12
2012,SC,4208708,JACINTO MACHADO,027,18/05/12,ESTIAGEM,SE,249,10/07/12
2012,SC,4208955,JARDINÓPOLIS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4209003,JOAÇABA,4.025,14/03/12,ESTIAGEM,SE,176,27/04/12
2012,SC,4209177,JUPIÁ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4209201,LACERDÓPOLIS,012,21/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4209458,LAJEADO GRANDE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4209854,LINDÓIA DO SUL,2.222/2012,11/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4210035,LUZERNA,1464,12/03/12,ESTIAGEM,SE,146,30/03/12
2012,SC,4210050,MACIEIRA,1191,21/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4210407,MARACAJÁ,11,15/03/12,ESTIAGEM,SE,144,30/03/12
2012,SC,4210506,MARAVILHA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4210555,MAREMA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4210902,MODELO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4211009,MONDAÍ,4.181,09/01/12,ESTIAGEM,SE,113,15/03/12
2012,SC,4211405,NOVA ERECHIM,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4211454,NOVA ITABERABA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4211603,NOVA VENEZA,166,20/02/12,GRANIZO,SE,128,23/03/12
2012,SC,4211652,NOVO HORIZONTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4211801,OURO,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4211850,OURO VERDE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4211876,PAIAL,07/2012,18/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4212007,PALMA SOLA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4212106,PALMITOS,155/2011,27/12/11,ESTIAGEM,SE,065,24/02/12
2012,SC,4212239,PARAÍSO,1446/2012,02/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4212270,PASSOS MAIA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4212601,PERITIBA,15/2012,12/01/12,ESTIAGEM,SE,113,25/03/12
2012,SC,4212908,PINHALZINHO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4213005,PINHEIRO PRETO,3551/2012,16/02/12,ESTIAGEM,SE,109,15/03/12
2012,SC,4213104,PIRATUBA,844,28/02/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4213153,PLANALTO ALEGRE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4213302,PONTE ALTA,220,03/12/12,VENDAVAL,SE,327,12/12/12
2012,SC,4213401,PONTE SERRADA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4213906,PRESIDENTE CASTELLO BRANCO,2.812/2012,13/02/12,ESTIAGEM,SE,112,15/03/12
2012,SC,4214151,PRINCESA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4214201,QUILOMBO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4214300,RANCHO QUEIMADO,2085,26/11/11,ENXURRADAS,SE,004,04/01/12
2012,SC,4214300,RANCHO QUEIMADO,2223,27/11/12,GRANIZO,SE,328,18/12/12
2012,SC,4214409,RIO DAS ANTAS,30/2012,15/03/12,ESTIAGEM,SE,146,30/03/12
2012,SC,4214508,RIO DO CAMPO,2.727,20/04/12,ESTIAGEM,SE,217,19/06/12
2012,SC,4214508,RIO DO CAMPO,2.794,07/11/12,GRANIZO,SE,328,18/12/12
2012,SC,4215075,RIQUEZA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4215208,ROMELÂNDIA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4215356,SALTINHO,3093/2011,03/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4215406,SALTO VELOSO,018/2012,22/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4215554,SANTA HELENA,1.123,05/01/12,ESTIAGEM,SE,130,23/03/12
2012,SC,4215653,SANTA ROSA DO SUL,10,04/04/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4215679,SANTA TEREZINHA,806,04/04/12,ESTIAGEM,SE,228,22/06/12
2012,SC,4215687,SANTA TEREZINHA DO PROGRESSO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4215695,SANTIAGO DO SUL,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4215752,SÃO BERNARDINO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4216008,SÃO CARLOS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4216107,SÃO DOMINGOS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4216255,SÃO JOÃO DO OESTE,002/12,13/01/12,ESTIAGEM,SE,146,30/03/12
2012,SC,4216404,SÃO JOÃO DO SUL,034,22/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4216701,SÃO JOSÉ DO CEDRO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4216800,SÃO JOSÉ DO CERRITO,2214,30/08/11,ENXURRADAS,SE,012,10/01/12
2012,SC,4216800,SÃO JOSÉ DO CERRITO,2315/2012,11/01/12,ESTIAGEM,SE,145,30/03/12
2012,SC,4216909,SÃO LOURENÇO DO OESTE,4.351,09/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4217154,SÃO MIGUEL DA BOA VISTA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217204,SÃO MIGUEL DO OESTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217253,SÃO PEDRO DE ALCÂNTARA,106-A/2011,16/09/11,ENXURRADAS,SE,005,04/01/12
2012,SC,4217253,SÃO PEDRO DE ALCÂNTARA,002/2012,05/01/12,GRANIZO,SE,064,24/02/12
2012,SC,4217303,SAUDADES,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217501,SEARA,347,13/10/11,ENXURRADAS,SE,038,26/01/12
2012,SC,4217501,SEARA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217550,SERRA ALTA,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217709,SOMBRIO,041,27/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4217758,SUL BRASIL,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4217907,TANGARÁ,001,02/01/12,ENXURRADAS,SE,110,15/03/12
2012,SC,4217907,TANGARÁ,004,18/01/12,GRANIZO,SE,064,24/02/12
2012,SC,4217907,TANGARÁ,017,17/02/12,ESTIAGEM,SE,130,23/03/12
2012,SC,4217907,TANGARÁ,114,05/11/12,VENDAVAL,SE,328,18/12/12
2012,SC,4217956,TIGRINHOS,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4218103,TIMBÉ DO SUL,12,08/02/12,ENXURRADAS,SE,129,23/03/12
2012,SC,4218103,TIMBÉ DO SUL,108,24/05/12,ESTIAGEM,SE,237,27/06/12
2012,SC,4218202,TIMBÓ,2921,05/11/12,VENDAVAL,SE,328,18/12/12
2012,SC,4218509,TREZE TÍLIAS,1.630/2011,29/02/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4218756,TUNÁPOLIS,1429/2012,09/01/12,ESTIAGEM,SE,065,24/02/12
2012,SC,4218855,UNIÃO DO OESTE,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4218954,URUPEMA,004/2012,10/01/12,GRANIZO,SE,111,15/03/12
2012,SC,4219101,VARGEÃO,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4219150,VARGEM,0489/2012,09/04/12,ESTIAGEM,SE,177,27/04/12
2012,SC,4219200,VIDAL RAMOS,2019/2012,06/11/12,GRANIZO,SE,328,18/12/12
2012,SC,4219309,VIDEIRA,9.980/12,15/03/12,ESTIAGEM,SE,178,27/04/12
2012,SC,4219507,XANXERÊ,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SC,4219606,XAVANTINA,880,14/03/12,ESTIAGEM,SE,151,04/04/12
2012,SC,4219705,XAXIM,768,09/01/12,ESTIAGEM,SE,036,25/01/12
2012,SE,2801207,CANINDÉ DE SÃO FRANCISCO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2801207,CANINDÉ DE SÃO FRANCISCO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2801405,CARIRA,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2801405,CARIRA,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2802304,FREI PAULO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2802304,FREI PAULO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2802403,GARARU,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2802403,GARARU,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2802601,GRACHO CARDOSO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2802601,GRACHO CARDOSO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2803104,ITABI,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2803104,ITABI,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2804201,MONTE ALEGRE DE SERGIPE,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2804201,MONTE ALEGRE DE SERGIPE,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2804458,NOSSA SENHORA APARECIDA,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2804458,NOSSA SENHORA APARECIDA,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2804508,NOSSA SENHORA DA GLÓRIA,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2804508,NOSSA SENHORA DA GLÓRIA,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2804706,NOSSA SENHORA DE LOURDES,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2804706,NOSSA SENHORA DE LOURDES,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2805000,PEDRA MOLE,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2805000,PEDRA MOLE,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2805208,PINHÃO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2805208,PINHÃO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2805406,POÇO REDONDO,047/2012,27/02/12,SECA,SE,152,12/04/12
2012,SE,2805406,POÇO REDONDO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2805406,POÇO REDONDO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2805505,POÇO VERDE,002/12,19/01/12,SECA,SE,089,07/03/12
2012,SE,2805505,POÇO VERDE,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2805505,POÇO VERDE,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2805604,PORTO DA FOLHA,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2805604,PORTO DA FOLHA,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2807006,SÃO MIGUEL DO ALEIXO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2807006,SÃO MIGUEL DO ALEIXO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2807402,TOBIAS BARRETO,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2807402,TOBIAS BARRETO,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SE,2807501,TOMAR DO GERU,28.476,17/04/12,SECA,SE,163,19/04/12
2012,SE,2807501,TOMAR DO GERU,28.826,15/10/12,SECA,SE,329,18/12/12
2012,SP,3506300,BERNARDINO DE CAMPOS,2.783,18/01/12,ALAGAMENTOS,SE,088,07/03/12
2012,SP,3514809,ELDORADO,42/2012,08/06/12,ENCHENTES,SE,250,10/07/12
2012,SP,3526209,JUQUITIBA,50,22/06/12,ENXURRADAS,SE,291,03/09/12
2012,SP,3530904,MOMBUCA,1324,07/11/11,VENDAVAL EXTREMAMENTE INTENSO,SE,006,04/01/12
2012,SP,3541505,PRESIDENTE VENCESLAU,56,27/03/12,ENXURRADAS,SE,179,27/04/12
2012,SP,3551405,SERRA AZUL,03,11/01/12,ENXURRADAS,SE,131,23/03/12
2012,SP,3556107,VALENTIM GENTIL,2.750,30/11/11,ALAGAMENTOS,SE,007,04/01/12
2013,AC,1200054,ASSIS BRASIL,5841,29/05/13,ESTIAGEM,SE,074,10/06/13
2013,AC,1200104,BRASILÉIA,5.586,09/04/13,DOENÇAS INFECCIOSAS VIRAIS,SE,052,15/04/13
2013,AC,1200104,BRASILÉIA,5841,29/05/13,ESTIAGEM,SE,074,10/06/13
2013,AC,1200252,EPITACIOLÂNDIA,5.586,09/04/13,DOENÇAS INFECCIOSAS VIRAIS,SE,052,15/04/13
2013,AC,1200252,EPITACIOLÂNDIA,5841,29/05/13,ESTIAGEM,SE,074,10/06/13
2013,AC,1200401,RIO BRANCO,1.103,25/03/13,INUNDAÇÕES,SE,041,28/03/13
2013,AC,1200401,RIO BRANCO,5841,29/05/13,ESTIAGEM,SE,074,10/06/13
2013,AC,1200708,XAPURI,5841,29/05/13,ESTIAGEM,SE,074,10/06/13
2013,AL,2700102,ÁGUA BRANCA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2700102,ÁGUA BRANCA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2700300,ARAPIRACA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2700300,ARAPIRACA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2700706,BATALHA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2700706,BATALHA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2700805,BELÉM,001 01/2013,06/03/13,ESTIAGEM,SE,034,15/03/13
2013,AL,2700904,BELO MONTE,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2700904,BELO MONTE,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2701100,BRANQUINHA,004/2013,26/04/13,ESTIAGEM,SE,066,28/05/13
2013,AL,2701209,CACIMBINHAS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2701209,CACIMBINHAS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2701308,CAJUEIRO,18/2013,21/05/13,SECA,SE,078,21/06/13
2013,AL,2701407,CAMPO ALEGRE,11,29/04/13,ESTIAGEM,SE,072,07/06/13
2013,AL,2701506,CAMPO GRANDE,008/2013,05/06/13,ESTIAGEM,SE,080,27/06/13
2013,AL,2701605,CANAPI,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2701605,CANAPI,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2701704,CAPELA,004/2013,18/04/13,ESTIAGEM,SE,080,27/06/13
2013,AL,2701803,CARNEIROS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2701803,CARNEIROS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2701902,CHÃ PRETA,005/2013,11/04/13,SECA,SE,054,25/04/13
2013,AL,2702009,COITÉ DO NÓIA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702009,COITÉ DO NÓIA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2702355,CRAÍBAS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702355,CRAÍBAS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2702405,DELMIRO GOUVEIA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702405,DELMIRO GOUVEIA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2702504,DOIS RIACHOS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702504,DOIS RIACHOS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2702553,ESTRELA DE ALAGOAS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702553,ESTRELA DE ALAGOAS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2702603,FEIRA GRANDE,568/2013,06/08/13,SECA,SE,104,30/08/13
2013,AL,2702900,GIRAU DO PONCIANO,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2702900,GIRAU DO PONCIANO,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2703106,IGACI,03/2012,08/11/12,ESTIAGEM,SE,004,14/01/13
2013,AL,2703106,IGACI,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2703106,IGACI,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2703205,IGREJA NOVA,162,04/06/13,SECA,SE,078,21/06/13
2013,AL,2703304,INHAPI,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2703304,INHAPI,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2703403,JACARÉ DOS HOMENS,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2703403,JACARÉ DOS HOMENS,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2703700,JARAMATAIA,24.179,03/01/13,SECA,SE,007,17/01/13
2013,AL,2703700,JARAMATAIA,26.908,03/07/13,SECA,SE,084,11/07/13
2013,AL,2704005,JUNQUEIRO,03,16/04/13,ESTIAGEM,SE,076,13/06/13
2013,AL,2704104,LAGOA DA CANOA,1.441,15/02/13,SECA,SE,037,21/03/13
2013,AL,2704401,MAJOR ISIDORO,24.179,03/01/13,SECA,SE,007,17/01/13
