ANO,UF,Código IBGE ,Município,Nº do Decreto,Data do Decreto,Desastre,SE/ECP,Nº da Portaria,Data da Portaria
2010,RS,4315602,RIO GRANDE,10.533,08/12/09,INUNDAÇÕES LITORÂNEAS,SE,470,16/07/10
2010,RS,4315701,RIO PARDO,071,26/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4315701,RIO PARDO,011,11/01/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4315750,RIOZINHO,053/2009,20/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4315909,RODEIO BONITO,2.274/2009,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4315910,RODEIO BONITO,2291/2010,26/01/10,GRANIZOS,SE,494,06/08/10
2010,RS,4316006,ROLANTE,3143,23/11/09,VENDAVAL,SE,233,15/04/10
2010,RS,4316105,RONDA ALTA,1.292,30/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4316105,RONDA ALTA,1.333,11/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4316303,ROQUE GONZALES,1731,13/04/09,ESTIAGEM,SE,039,26/01/10
2010,RS,4316303,ROQUE GONZALES,1820,30/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4316402,ROSÁRIO DO SUL,121,21/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4316428,SAGRADA FAMÍLIA,017,22/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4316428,SAGRADA FAMÍLIA,046/2009,30/09/09,GRANIZOS,SE,172,23/03/10
2010,RS,4316436,SALDANHA MARINHO,014/2010,19/02/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4316451,SALTO DO JACUÍ,2113,07/01/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4316451,SALTO DO JACUÍ,2218,16/11/10,GRANIZOS,SE,691,17/12/10
2010,RS,4316758,SANTA CLARA DO SUL,1462,06/01/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4316808,SANTA CRUZ DO SUL,7.761,08/05/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4316808,SANTA CRUZ DO SUL,7.964,07/12/09,ENCHENTES,SE,390,09/06/10
2010,RS,4316808,SANTA CRUZ DO SUL,8.000,07/01/10,ENCHENTES,SE,441,02/07/10
2010,RS,4316972,SANTA MARGARIDA DO SUL,789/2009,26/11/09,ENCHENTES,SE,390,09/06/10
2010,RS,4316907,SANTA MARIA,155,24/11/09,ENCHENTES,SE,471,16/07/10
2010,RS,4316907,SANTA MARIA,002,04/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4317202,SANTA ROSA,75,17/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4317202,SANTA ROSA,248,22/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4317251,SANTA TEREZA,818,04/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4317004,SANTANA DA BOA VISTA,2.071,02/10/09,GRANIZOS,SE,172,23/03/10
2010,RS,4317004,SANTANA DA BOA VISTA,2.081,19/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4317103,SANT'ANA DO LIVRAMENTO,5.122,27/11/09,ENXURRADAS,SE,440,02/07/10
2010,RS,4317400,SANTIAGO,052/2009,30/04/09,ESTIAGEM,SE,031,25/01/10
2010,RS,4317400,SANTIAGO,172/2009,04/12/09,ENXURRADAS,SE,440,02/07/10
2010,RS,4317608,SANTO ANTÔNIO DA PATRULHA,789,23/11/09,VENDAVAL,SE,294,05/05/10
2010,RS,4317707,SANTO ANTÔNIO DAS MISSÕES,2340/2009,03/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4317905,SANTO CRISTO,063,30/11/09,VENDAVAL,SE,233,15/04/10
2010,RS,4317905,SANTO CRISTO,012,22/03/10,VENDAVAL,SE,451,08/07/10
2010,RS,4317954,SANTO EXPEDITO DO SUL,1190,23/04/09,ESTIAGEM,SE,025,22/01/10
2010,RS,4317954,SANTO EXPEDITO DO SUL,1261/2010,22/06/10,GRANIZOS,SE,512,20/08/10
2010,RS,4318002,SÃO BORJA,12.309,25/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4318101,SÃO FRANCISCO DE ASSIS,329/2009,26/11/09,ENCHENTES,SE,390,09/06/10
2010,RS,4318200,SÃO FRANCISCO DE PAULA,622/2009,23/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4318309,SÃO GABRIEL,423/09,23/11/09,ENCHENTES,SE,390,09/06/10
2010,RS,4318408,SÃO JERÔNIMO,4.174,19/11/09,VENDAVAL,SE,456,09/07/10
2010,RS,4318424,SÃO JOÃO DA URTIGA,1.331/2009,03/08/09,VENDAVAL,SE,361,25/05/10
2010,RS,4318424,SÃO JOÃO DA URTIGA,1392,02/10/10,ENXURRADAS,SE,630,10/11/10
2010,RS,4318432,SÃO JOÃO DO POLÊSINE,1.013,04/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4318432,SÃO JOÃO DO POLÊSINE,1027,07/01/10,ENCHENTES,SE,441,02/07/10
2010,RS,4318457,SÃO JOSÉ DAS MISSÕES,46/2009,28/09/09,GRANIZOS,SE,148,16/03/10
2010,RS,4318457,SÃO JOSÉ DAS MISSÕES,62/2009,23/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4318465,SÃO JOSÉ DO HERVAL,15/2009,07/05/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4318465,SÃO JOSÉ DO HERVAL,45,23/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4318465,SÃO JOSÉ DO HERVAL,03,08/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4318481,SÃO JOSÉ DO HORTÊNCIO,33,16/11/09,VENDAVAL,SE,294,05/05/10
2010,RS,4318606,SÃO JOSÉ DO OURO,018/2009,27/04/09,ESTIAGEM,SE,039,26/01/10
2010,RS,4318606,SÃO JOSÉ DO OURO,002/2010,27/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4318606,SÃO JOSÉ DO OURO,024/2010,28/04/10,ENXURRADAS,SE,526,26/08/10
2010,RS,4318622,SÃO JOSÉ DOS AUSENTES,1659,30/03/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4318804,SÃO LOURENÇO DO SUL,3377,18/11/10,VENDAVAL,SE,683,10/12/10
2010,RS,4318903,SÃO LUIZ GONZAGA,3401,01/12/09,VENDAVAL,SE,410,18/06/10
2010,RS,4319000,SÃO MARCOS,2.954,08/01/10,VENDAVAL,SE,416,22/06/10
2010,RS,4319000,SÃO MARCOS,3.023,16/11/10,GRANIZOS,SE,691,17/12/10
2010,RS,4319109,SÃO MARTINHO,025/2009,20/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4319125,SÃO MARTINHO DA SERRA,2676-09,03/12/09,VENDAVAL,SE,410,18/06/10
2010,RS,4319158,SÃO MIGUEL DAS MISSÕES,1.657,23/04/09,ESTIAGEM,SE,250,23/04/10
2010,RS,4319158,SÃO MIGUEL DAS MISSÕES,1734,23/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4319208,SÃO NICOLAU,2585,01/12/09,VENDAVAL,SE,251,23/04/10
2010,RS,4319307,SÃO PAULO DAS MISSÕES,068/2009,30/11/09,VENDAVAL,SE,251,23/04/10
2010,RS,4319406,SÃO PEDRO DO SUL,1763,26/11/09,VENDAVAL,SE,456,09/07/10
2010,RS,4319505,SÃO SEBASTIÃO DO CAÍ,3.113,28/09/09,ENCHENTES,SE,295,05/05/10
2010,RS,4319505,SÃO SEBASTIÃO DO CAÍ,3.124,13/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4319604,SÃO SEPÉ,3.439,24/11/09,ENCHENTES,SE,390,09/06/10
2010,RS,4319703,SÃO VALENTIM,037/2010,18/01/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4319711,SÃO VALENTIM DO SUL,002,05/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4319802,SÃO VICENTE DO SUL,163/2009,07/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4319901,SAPIRANGA,4194/2010,20/01/10,VENDAVAL,SE,416,22/06/10
2010,RS,4320107,SARANDI,2.733,14/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320206,SEBERI,070/2009,09/09/09,VENDAVAL,SE,109,24/02/10
2010,RS,4320206,SEBERI,082/2009,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320230,SEDE NOVA,053/2009,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320263,SEGREDO,2.588,07/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320263,SEGREDO,2.603,06/01/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4320305,SELBACH,002/2010,11/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4320404,SERAFINA CORRÊA,009,01/02/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4320453,SÉRIO,829,06/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4320503,SERTÃO,051/09,28/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320552,SERTÃO SANTANA,1.433,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320578,SETE DE SETEMBRO,714/2009,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320651,SILVEIRA MARTINS,118/2009,23/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320677,SINIMBU,1.374,18/12/09,ENCHENTES,SE,391,09/06/10
2010,RS,4320677,SINIMBU,1382/2010,07/01/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4320701,SOBRADINHO,4.122,11/05/09,ESTIAGEM,SE,025,22/01/10
2010,RS,4320701,SOBRADINHO,4.185,23/11/09,ENCHENTES,SE,390,09/06/10
2010,RS,4320701,SOBRADINHO,4.202,05/01/10,ENCHENTES,SE,441,02/07/10
2010,RS,4320800,SOLEDADE,9.713/2009,26/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4320800,SOLEDADE,9.750/2010,04/01/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4320909,TAPEJARA,3443/09,18/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4321006,TAPERA,102/2009,30/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4321204,TAQUARA,548,23/11/09,VENDAVAL,SE,232,15/04/10
2010,RS,4321204,TAQUARA,417,12/11/10,VENDAVAL,SE,683,10/12/10
2010,RS,4321303,TAQUARI,2.345,16/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4321329,TAQUARUÇU DO SUL,144/2009,18/12/09,ENXURRADAS,SE,440,02/07/10
2010,RS,4321352,TAVARES,3.032,22/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4321402,TENENTE PORTELA,249,30/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4321402,TENENTE PORTELA,066,25/03/10,VENDAVAL,SE,534,27/08/10
2010,RS,4321436,TERRA DE AREIA,072,20/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4321477,TIRADENTES DO SUL,060,30/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4321493,TOROPI,1.259/2009,10/12/09,ENCHENTES,SE,441,02/07/10
2010,RS,4321600,TRAMANDAÍ,3401/2009,30/12/09,VENDAVAL,SE,251,23/04/10
2010,RS,4321600,TRAMANDAÍ,3456/2010,11/06/10,ENXURRADAS,SE,623,05/11/10
2010,RS,4321626,TRAVESSEIRO,813,20/05/09,ESTIAGEM,SE,1.163,23/12/09
2010,RS,4321626,TRAVESSEIRO,859/2010,05/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4321667,TRÊS CACHOEIRAS,32,20/11/09,VENDAVAL,SE,233,15/04/10
2010,RS,4321709,TRÊS COROAS,2.367,28/09/09,ENCHENTES,SE,295,05/05/10
2010,RS,4321709,TRÊS COROAS,2.384,11/01/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4321808,TRÊS DE MAIO,026,22/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4321808,TRÊS DE MAIO,098/2009,25/11/09,TORNADO,SE,362,25/05/10
2010,RS,4321832,TRÊS FORQUILHAS,26,13/05/10,ENXURRADAS,SE,584,15/09/10
2010,RS,4321857,TRÊS PALMEIRAS,12,27/04/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4321907,TRÊS PASSOS,092/2009,25/11/09,ENXURRADAS,SE,292,05/05/10
2010,RS,4321907,TRÊS PASSOS,014/2010,24/03/10,VENDAVAL MUITO INTENSO,SE,417,22/06/10
2010,RS,4321956,TRINDADE DO SUL,059/2009,03/12/09,VENDAVAL,SE,410,18/06/10
2010,RS,4322004,TRIUNFO,1.780/2009,30/11/09,ENCHENTES,SE,295,05/05/10
2010,RS,4322103,TUCUNDUVA,55/2009,01/12/09,VENDAVAL,SE,251,23/04/10
2010,RS,4322104,TUCUNDUVA,039/2010,22/03/10,VENDAVAL,SE,482,22/07/10
2010,RS,4322152,TUNAS,1251/09,04/05/09,ESTIAGEM,SE,595,17/09/10
2010,RS,4322152,TUNAS,1297/2010,06/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4322202,TUPANCIRETÃ,3382,24/11/09,VENDAVAL,SE,456,09/07/10
2010,RS,4322202,TUPANCIRETÃ,3442,20/01/10,ENXURRADAS,SE,454,09/07/10
2010,RS,4322301,TUPARENDI,2.540,30/11/09,VENDAVAL,SE,456,09/07/10
2010,RS,4322302,TUPARENDI,2.561,25/06/10,VENDAVAL,SE,482,22/07/10
2010,RS,4322350,UNIÃO DA SERRA,004/2010,05/01/10,ENXURRADAS,SE,408,14/06/10
2010,RS,4322376,UNISTALDA,35/2009,18/12/09,ENCHENTES,SE,391,09/06/10
2010,RS,4322400,URUGUAIANA,399/2009,26/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4322509,VACARIA,164/2010,16/11/10,GRANIZOS,SE,691,17/12/10
2010,RS,4322533,VALE DO SOL,1099/09,11/05/09,ESTIAGEM,SE,050,28/01/10
2010,RS,4322533,VALE DO SOL,1220/09,04/12/09,ENCHENTES,SE,391,09/06/10
2010,RS,4322533,VALE DO SOL,1240/10,07/01/10,ENCHENTES,SE,441,02/07/10
2010,RS,4322525,VALE VERDE,806/2009,27/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4322558,VANINI,096/09,08/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4322558,VANINI,011/10,24/03/10,VENDAVAL,SE,416,22/06/10
2010,RS,4322608,VENÂNCIO AIRES,4.477,25/05/09,ESTIAGEM,SE,014,18/01/10
2010,RS,4322608,VENÂNCIO AIRES,4.625,06/01/10,ENCHENTES,SE,441,02/07/10
2010,RS,4322707,VERA CRUZ,3.491,26/11/09,ENCHENTES,SE,391,09/06/10
2010,RS,4322707,VERA CRUZ,3518,05/01/10,ENCHENTES,SE,391,09/06/10
2010,RS,4323002,VIAMÃO,056/2009,19/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4323101,VICENTE DUTRA,071/2009,01/12/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4323101,VICENTE DUTRA,010/2010,25/03/10,VENDAVAL,SE,534,27/08/10
2010,RS,4323101,VICENTE DUTRA,018/2010,26/04/10,ENXURRADAS,SE,526,26/08/10
2010,RS,4323200,VICTOR GRAEFF,050,09/09/09,VENDAVAL,SE,232,15/04/10
2010,RS,4323358,VILA LÂNGARO,1375/2010,10/11/10,VENDAVAL,SE,682,10/12/10
2010,RS,4323408,VILA MARIA,1210,13/05/09,ESTIAGEM,SE,022,21/01/10
2010,RS,4323457,VILA NOVA DO SUL,091/2009,03/12/09,ENCHENTES,SE,391,09/06/10
2010,RS,4323507,VISTA ALEGRE,074/2009,24/11/09,ENXURRADAS,SE,350,20/05/10
2010,RS,4323606,VISTA ALEGRE DO PRATA,002/2010,05/01/10,VENDAVAL,SE,416,22/06/10
2010,RS,4323705,VISTA GAÚCHA,161/2009,30/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4323754,VITÓRIA DAS MISSÕES,1.641/2010,12/02/10,ENXURRADAS,SE,455,09/07/10
2010,RS,4323804,XANGRI-LÁ,261/2009,24/11/09,VENDAVAL,SE,410,18/06/10
2010,RS,4323804,XANGRI-LÁ,114/2010,23/05/10,ENXURRADAS,SE,584,15/09/10
2010,SC,4200051,ABDON BATISTA,011,02/04/09,ESTIAGEM,SE,040,26/01/10
2010,SC,4200051,ABDON BATISTA,40,28/09/09,ENXURRADAS,SE,307,06/05/10
2010,SC,4200101,ABELARDO LUZ,330,20/04/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4200101,ABELARDO LUZ,456,19/08/09,GRANIZOS,SE,086,10/02/10
2010,SC,4200101,ABELARDO LUZ,474/2009,08/09/09,VENDAVAL,SE,223,13/04/10
2010,SC,4200200,AGROLÂNDIA,041/2009,22/05/09,ESTIAGEM,SE,130,08/03/10
2010,SC,4200200,AGROLÂNDIA,099/2009,11/09/09,ENXURRADAS,SE,173,23/03/10
2010,SC,4200200,AGROLÂNDIA,049/2010,26/04/10,ENXURRADAS,SE,521,25/08/10
2010,SC,4200309,AGRONÔMICA,1286/2009,16/09/09,ENXURRADAS,SE,105,23/02/10
2010,SC,4200309,AGRONÔMICA,1.323/2009,27/12/09,ENXURRADAS,SE,330,13/05/10
2010,SC,4200408,ÁGUA DOCE,105/2009,08/09/09,VENDAVAL,SE,286,03/05/10
2010,SC,4200507,ÁGUAS DE CHAPECÓ,16,05/01/09,ESTIAGEM,SE,051,28/01/10
2010,SC,4200508,ÁGUAS DE CHAPECÓ,099/2010,26/04/10,ENXURRADAS,SE,485,22/07/10
2010,SC,4200606,ÁGUAS MORNAS,01/2010,11/01/10,ENXURRADAS,SE,330,13/05/10
2010,SC,4200705,ALFREDO WAGNER,3263/2009,09/03/09,ENXURRADAS,SE,035,25/01/10
2010,SC,4200705,ALFREDO WAGNER,3314/2009,28/09/09,ENXURRADAS,SE,115,24/02/10
2010,SC,4200705,ALFREDO WAGNER,3338/2010,11/01/10,ENXURRADAS,SE,330,13/05/10
2010,SC,4200754,ALTO BELA VISTA,1.063,17/04/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4200754,ALTO BELA VISTA,1.114,28/09/09,ENXURRADAS,SE,307,06/05/10
2010,SC,4200755,ALTO BELA VISTA,1.201,27/04/10,ENXURRADAS,SE,484,22/07/10
2010,SC,4200804,ANCHIETA,071/09,07/04/09,ESTIAGEM,SE,069,04/02/10
2010,SC,4200804,ANCHIETA,160/09,08/09/09,VENDAVAL,SE,432,30/06/10
2010,SC,4200805,ANCHIETA,068/10,26/04/10,ENXURRADAS,SE,485,22/07/10
2010,SC,4200903,ANGELINA,69/2009,28/09/09,GRANIZOS,SE,366,25/05/10
2010,SC,4200903,ANGELINA,04/2010,11/01/10,ENXURRADAS,SE,330,13/05/10
2010,SC,4201000,ANITA GARIBALDI,1.961,14/04/09,ESTIAGEM,SE,112,24/02/10
2010,SC,4201000,ANITA GARIBALDI,1.993,14/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4201109,ANITÁPOLIS,038,19/11/09,VENDAVAL,SE,344,18/05/10
2010,SC,4201109,ANITÁPOLIS,022,12/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4201208,ANTÔNIO CARLOS,089/2009,27/09/09,GRANIZOS,SE,258,27/04/10
2010,SC,4201208,ANTÔNIO CARLOS,029/2010,26/03/10,ENXURRADAS,SE,430,25/06/10
2010,SC,4201273,ARABUTÃ,734,23/04/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4201273,ARABUTÃ,870,26/04/10,ENXURRADAS,SE,561,06/09/10
2010,SC,4201307,ARAQUARI,090/2009,08/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4201307,ARAQUARI,005/2010,14/01/10,ENXURRADAS,SE,364,25/05/10
2010,SC,4201307,ARAQUARI,50/2010,18/05/10,ENXURRADAS,SE,528,26/08/10
2010,SC,4201406,ARARANGUÁ,4.610,30/03/10,ENXURRADAS,SE,430,25/06/10
2010,SC,4201406,ARARANGUÁ,4.646,13/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4201505,ARMAZÉM,118,13/11/09,VENDAVAL,SE,343,18/05/10
2010,SC,4201505,ARMAZÉM,10,12/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4201604,ARROIO TRINTA,1266,27/04/10,ENXURRADAS,SE,484,22/07/10
2010,SC,4201653,ARVOREDO,733,16/04/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4201703,ASCURRA,2094,20/08/09,ENXURRADAS,SE,035,25/01/10
2010,SC,4201703,ASCURRA,2151,26/04/10,ENXURRADAS,SE,430,25/06/10
2010,SC,4201802,ATALANTA,054/2009,28/09/09,ENXURRADAS,SE,307,06/05/10
2010,SC,4201802,ATALANTA,003/2010,18/01/10,ENXURRADAS,SE,364,25/05/10
2010,SC,4201901,AURORA,034,28/09/09,ENXURRADAS,SE,131,08/03/10
2010,SC,4201950,BALNEÁRIO ARROIO DO SILVA,102,14/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4201950,BALNEÁRIO ARROIO DO SILVA,109,28/09/09,VENDAVAL,SE,087,10/02/10
2010,SC,4201950,BALNEÁRIO ARROIO DO SILVA,73,12/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4202057,BALNEÁRIO BARRA DO SUL,914/2010,26/04/10,ENXURRADAS,SE,430,25/06/10
2010,SC,4202057,BALNEÁRIO BARRA DO SUL,920/2010,01/06/10,EROSÃO MARINHA,SE,517,23/08/10
2010,SC,4202073,BALNEÁRIO GAIVOTA,096,12/09/09,ENXURRADAS,SE,016,18/01/10
2010,SC,4202073,BALNEÁRIO GAIVOTA,104,28/09/09,GRANIZOS,SE,020,20/01/10
2010,SC,4202073,BALNEÁRIO GAIVOTA,053,12/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4212809,BALNEÁRIO PIÇARRAS,077/2009,11/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4212809,BALNEÁRIO PIÇARRAS,089/2009,29/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4212810,BALNEÁRIO PIÇARRAS,159/2010,26/04/10,ENXURRADAS,SE,484,22/07/10
2010,SC,4212810,BALNEÁRIO PIÇARRAS,198/2010,23/09/10,INUNDAÇÕES LITORÂNEAS,SE,672,06/12/10
2010,SC,4202081,BANDEIRANTE,022,08/04/09,ESTIAGEM,SE,069,04/02/10
2010,SC,4202099,BARRA BONITA,395,17/03/09,ESTIAGEM,SE,128,08/03/10
2010,SC,4202107,BARRA VELHA,547/2009,08/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4202107,BARRA VELHA,585/2010,27/04/10,ENXURRADAS,SE,561,06/09/10
2010,SC,4202107,BARRA VELHA,588/2010,14/05/10,INUNDAÇÕES LITORÂNEAS,SE,573,09/09/10
2010,SC,4202131,BELA VISTA DO TOLDO,680,09/09/09,VENDAVAL,SE,076,09/02/10
2010,SC,4202131,BELA VISTA DO TOLDO,744/2010,26/04/10,ENXURRADAS,SE,589,15/09/10
2010,SC,4202156,BELMONTE,034,18/03/09,ESTIAGEM,SE,128,08/03/10
2010,SC,4202206,BENEDITO NOVO,89/2009,28/09/09,ENXURRADAS,SE,307,06/05/10
2010,SC,4202305,BIGUAÇU,126/2009,27/09/09,VENDAVAL,SE,150,16/03/10
2010,SC,4202305,BIGUAÇU,042,26/03/10,ENXURRADAS,SE,430,25/06/10
2010,SC,4202404,BLUMENAU,9.075,27/11/09,ENXURRADAS,SE,321,13/05/10
2010,SC,4202438,BOCAINA DO SUL,970/09,09/03/09,GRANIZOS,SE,090,11/02/10
2010,SC,4202503,BOM JARDIM DA SERRA,45,05/05/09,ESTIAGEM,SE,026,22/01/10
2010,SC,4202503,BOM JARDIM DA SERRA,121,18/12/09,GRANIZOS,SE,366,25/05/10
2010,SC,4202503,BOM JARDIM DA SERRA,24/2010,20/05/10,ENXURRADAS,SE,561,06/09/10
2010,SC,4202537,BOM JESUS,076/2009,17/04/09,ESTIAGEM,SE,098,22/02/10
2010,SC,4202537,BOM JESUS,127/2009,08/09/09,VENDAVAL,SE,223,13/04/10
2010,SC,4202578,BOM JESUS DO OESTE,3132,15/04/09,ESTIAGEM,SE,075,09/02/10
2010,SC,4202602,BOM RETIRO,49/09,28/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4202800,BRAÇO DO NORTE,017/2009,12/03/09,ENXURRADAS,SE,118,25/02/10
2010,SC,4202800,BRAÇO DO NORTE,009/2010,12/05/10,ENXURRADAS,SE,518,23/08/10
2010,SC,4202875,BRUNÓPOLIS,019,20/04/09,ESTIAGEM,SE,026,22/01/10
2010,SC,4202875,BRUNÓPOLIS,046,28/09/09,ENXURRADAS,SE,307,06/05/10
2010,SC,4202875,BRUNÓPOLIS,051,15/10/09,GRANIZOS,SE,296,05/05/10
2010,SC,4202909,BRUSQUE,6.246,28/04/10,ENXURRADAS,SE,521,25/08/10
2010,SC,4203006,CAÇADOR,4.304,08/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4203007,CAÇADOR,4.475,22/04/10,ENXURRADAS,SE,485,22/07/10
2010,SC,4203105,CAIBI,042/09,09/04/09,ESTIAGEM,SE,040,26/01/10
2010,SC,4203154,CALMON,040/2009,08/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4203154,CALMON,042,28/09/09,GRANIZOS,SE,366,25/05/10
2010,SC,4203154,CALMON,19,23/04/10,ENXURRADAS,SE,589,15/09/10
2010,SC,4203204,CAMBORIÚ,796/2009,09/03/09,ENXURRADAS,SE,118,25/02/10
2010,SC,4203204,CAMBORIÚ,899/2009,29/09/09,ENXURRADAS,SE,115,24/02/10
2010,SC,4203204,CAMBORIÚ,971/2010,21/01/10,VENDAVAL,SE,286,03/05/10
2010,SC,4203204,CAMBORIÚ,977/2010,28/01/10,ENXURRADAS,SE,352,20/05/10
2010,SC,4203204,CAMBORIÚ,1023/2010,18/05/10,ENXURRADAS,SE,528,26/08/10
2010,SC,4203402,CAMPO BELO DO SUL,11/2009,05/05/09,ESTIAGEM,SE,165,18/03/10
2010,SC,4203402,CAMPO BELO DO SUL,40/09,20/08/09,GRANIZOS,SE,055,02/02/10
2010,SC,4203501,CAMPO ERÊ,055/2009,30/06/09,GRANIZOS,SE,091,11/02/10
2010,SC,4208005,CAMPO ERÊ,069/2010,26/04/10,ENXURRADAS,SE,589,15/09/10
2010,SC,4303600,CAMPOS NOVOS,5.756/09,08/04/09,ESTIAGEM,SE,111,24/02/10
2010,SC,4303600,CAMPOS NOVOS,5.866/09,30/09/09,ENXURRADAS,SE,115,24/02/10
2010,SC,4303600,CAMPOS NOVOS,5.875/09,15/10/09,VENDAVAL,SE,087,10/02/10
2010,SC,4203808,CANOINHAS,010/2009,27/01/09,ESTIAGEM,SE,110,24/02/10
2010,SC,4203808,CANOINHAS,112,08/05/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4203808,CANOINHAS,216/2009,08/09/09,VENDAVAL,SE,190,26/03/10
2010,SC,4203808,CANOINHAS,229/2009,29/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4203808,CANOINHAS,079/2010,30/04/10,ENCHENTES,SE,460,13/07/10
2010,SC,4203253,CAPÃO ALTO,018/2009,13/03/09,ENXURRADAS,SE,118,25/02/10
2010,SC,4203253,CAPÃO ALTO,026,07/05/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4203253,CAPÃO ALTO,048/2009,11/09/09,ENXURRADAS,SE,351,20/05/10
2010,SC,4203907,CAPINZAL,032,06/05/09,ESTIAGEM,SE,005,07/01/10
2010,SC,4203956,CAPIVARI DE BAIXO,017/2009,02/03/09,VENDAVAL,SE,056,02/02/10
